Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
خيل,174," الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال 'خيل', الخَيالُ والخَيالَةُ خيالتها والخَيالُ خَيال والخيال",3,vowel," *خيل* الخَيالُ والخَيالَةُ الشخصُ والطيفُ أيضاً قال الشاعر ولستُ بنازِلٍ إلا ألمت برحلي أو [[[[[[[[[[[[[[[[[[[[[[[[[خيالتها]]]]]]]]]]]]]]]]]]]]]]]]] الكذوب والخَيالُ خشبةٌ عليها ثيابٌ سودٌ تُنْصَبُ للطَير والبهائم فتظنُّه إنساناً وقال أَخي لا أَخَالي بعده غير أنّني كَراعي [[[[[[[[[[[[[[[[[[[[[[[[[خَيال]]]]]]]]]]]]]]]]]]]]]]]]] يَسْتَطيفُ بلا فكر  [[[[[[[[[[[[[[[[[[[[[[[[[والخيال]]]]]]]]]]]]]]]]]]]]]]]]] أرض لبنى تغلب قال الشاعر   _________  في نسخة زيادة "" يصف الثور ""  قال ابن برى أنشده ابن قتيبة "" بلا فكر "" بفتح الفاء يقل لى في هذا الامر فكر بمعنى تفكر  في نسخة زيادة "" لبيد "" لمن طلل تضمنه أثال فسرحة فالمرانة فالخيال والخليل الفرسان ومنه قوله تعالى {وأَجْلِبْ عليهم بِخَيْلِكَ ورَجْلِكَ} أي بفُرسانك ورَجَّالَتِكَ والخَيْلُ أيضاً الخُيولُ ومنه قوله تعالى {والخَيْلَ والبِغَالَ والحَميرَ لتَركَبوها}  والخَيَّالَةُ أصحابُ الخُيولِ   والخالُ الذي يكون في الجسَد ويجمع على خِيلانٍ والخالُ أخو الأمّ يجمع على أخْوالٍ ورجلٌ أَخْيَلُ أي كثير الخيلان وكذلك مخيل ومخيول مثل مكيل ومكيول ويقال أيضا مخول مثل مقول وتصغير الخالِ خُيَيْلٌ فيمن قال مَخيلٌ ومَخْيولٌ وخُوَيْلٌ فيمن قال مَخولٌ والخال والخيلاء والخيلاء الكبر تقول منه اخْتالَ فهو ذو خُيَلاءَ وذو خالٍ وذو مَخْيَلَةٍ أي ذو كِبْرٍ قال العجاج والخالُ ثَوْبٌ من ثياب الجهال   _________  وفى المحكم جماعة الافراس لا واحد له من لفظه  بعده والدهر فيه غفلة للغفال وقد خال الرجلُ فهو خائِلٌ أي مُخْتالٌ قال الشاعر   فإنْ كنتَ سَيِّدَنا سُدْتَنا وإنْ كنتُ للخالِ فاذْهَبْ فخل وجمع الخائل خالة مثل بائع وباعة وكذلك رجل أخائل أي مختال قالوا أباتر وأدابر والخال اسم جبل تلقاء الدثينة   قال الشاعر أهاجك بالخال الحمول الدوافع وأنت لمهواها من الارض نازع والخال الغيمُ وقد أَخالَتِ السحابُ وأَخْيَلَتْ وخايَلَتْ إذا كانت تُرَجَّى المطر وقد أَخَلْتُ السحابةَ وأَخْيَلْتُها إذا رأيتَها مَخِيلَةً للمطر يقال ما أحسن مَخِيلَتَها وخالَها أي خَلاقَتَها للمطر وفلانٌ مُخيلٌ للخير أي خليقٌ له وتَخَيَّلَتِ السماءُ أي تغيَّمتْ وتَهيّأتْ للمطر ووجدتُ أرضاً متخيلة ومتخايلة إذا بلغ نبتها المدى وخرج زَهرُها ومنه قول ابن هرمة _________  في نسخة زيادة "" رجل من بنى عبد القيس ""  في اللسان "" المدينة ""  سرى ثوبه عنك الصبا المُتَخايِلُ  وقال آخر تَأَزَّرَ فيه النبتُ حتَّى تَخايَلَتْ  رُباهُ وحتّى ما ترى الشاَء نُوَّما وأَخَلْتُ فيه خالاً من الخير وتَخَوَّلتُ فيه خالاً أي رأيت فيه مخيلته عن يعقوب وخلت الشئ خيلا وخيلة ومخيلة وخيلولة أي ظننته وفى المثل "" من يسمع يخل "" وهو من باب ظنت وأخواتها التى تدخل على المبتدأ والخبر فإن ابتدأت بها أعلمت وإن وسطتها أو أخرت فأنت بالخيار بين الاعمال والالغاء قال الشاعر  في الالغاء أبالأراجيز يا ابن اللؤم توعدنى وفى الاراجيز خلت اللؤم والخور وتقول في مستقبله إخال بكسر الالف وهو الافصح وبنو أسد تقول أخال بالفتح وهو القياس وأخال الشئ أي اشتبه يقال هذا أَمرٌ لا يُخيلُ وخَيَّلْتُ للناقة وأَخْيَلْتُ أيضاً إذا وضَعتَ قُرْبَ ولدها خَيالاً ليفزَع منه الذئب فلا يقربه _________  في اللسان "" حتى تخيلت ""  هو جرير كما في اللسان وفلان يمضى على المُخَيَّلِ أي على ما خَيَّلْتَ أي شَبَّهْتَ يعني على غَرَرٍ من غير يقين وخُيِّلَ إليه أنّه كذا على ما لم يُسَمَّ فاعلُه من التخييل والوهم قال أبو زيد يقال خَيَّلْتُ على الرجل إذا وجَّهتَ التهمةَ إليه قال وخَيَّلَتْ علينا السماءُ إذا رعدتْ وبرقتْ وتهيأتْ للمطر فإذا وقع المطرُ ذهبَ اسمُ التَخَيُّلِ قال وتخَيَّلْتُ على الرجل إذا اخترتَه وتفرستَ فيه الخير وتَخَيَّلَ له أنه كذا أي تَشَبَّهَ وتَخايَلَ يقال تَخَيَّلْتُهُ فَتَخَيَّلَ لي كما يقال تصورْته فتَصوَّر لي وتبيَّنته فتبيَّن لي وتحقَّقتُه فتحقَّق والمُخايَلَةُ المباراةُ قال الكميت أقول لهم يومَ أَيْمانُهُمْ تُخايِلُها في النَدى الأَشْمُلُ والأَخْيَلُ طائرٌ قال الفراء هو الشِقِرَّاقُ عند العرب تتشاءم به قال الفرزدق إذا قطن بلغتنيه ابن مدرك فلاقيت من طير الاخايل أخيلا  _________  في اللسان فلقيت من طير اليعاقيب أخيلا أي ما يعرقبك يخاطب ناقته ويروى= وهو ينصرف في النكرة إذا سميت به ومنهم من لا يصرف في المعرفة ولا في النكرة ويجعله في الاصل صفة من التخيل ويحتج يقول حسان بن ثابت رضى الله عنه ذريني وعلمي بالامور وشيمتي فما طائري فيها عليك بأخيلا وبنو الاخيل حى من بنى عقيل رهط ليلى الاخيلية وقولها نحن الاخايل ما يزال غلامنا حتى يدب على العصا مذكورا فإنما جمعت القبيل باسم الاخيل بن معاوية العقيلى فصل الدال"
دأل,55," الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ 'دأل', الدَأْلُ دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً الدَأَلانُ",3,vowel," *دأل* الدَأْلُ الختلُ وقد دَأَلَ يَدْأَلُ دَأْلاً ودَأَلاناً قال أبو زيد هي مِشيةٌ شبيهةٌ بالخَتْلِ ومَشْيِ المُثْقَلَ وذكر الأصمعي في صفة مشي الخَيْلِ الدَأَلانُ مشيٌ يُقارِب فيه الخطوَ ويبْغي فيه _________ = "" إذا قطنا "" بالرفع والنصب والممدوح قطن ابن مدرك الكلابي ومن رفع جعله نعتا لقطن ومن نصبه جعله بدلا من الهاء في بلغتنيه أو بدلا من قطن إذا نصبته كأنه مثقل من حمل والدؤلون الداهيةُ والجمعُ الدّآليل يقال وقع القوم في دؤلول أي اختلاطٍ من أمرهم والدُئِلُ دويْبَّةٌ شبيهة بابن عرس قال كعب بن مالك جاءوا بجيش لو قيس معرسه ما كان إذلا كمعرس الدئل  قال أحمد يحيى لا تعلم اسما جاء على فعل غير هذا   قال الاخفش وإلى المسمى بهذا الاسم نسب أبو الاسود الدؤلى إلا أنهم فتحوا الهمزة على مذهبهم في النسبة استثقالا لتوالى الكسرتين مع ياء النسب كما ينسب إلى نمر نمري وربما قالوا أبو الاسود الدولي فقلبوا الهمزة واوا لان الهمزة إذا انفتحت وكانت قبلها ضمة فتخفيفها أن تقلبها واوا محضة كما قالوا في جؤن جون وفى مؤن مون وقال الكلبى هو أبو الاسود الديلى فقلب الهمزة ياء حين انكسرت فإذا انقلبت ياء كسرت الدال لتسلم الياء كما تقول قيل وبيع _________  الدئل بضم الدال وكسر الهمزة كما في القاموس  قال ابن برى "" قد جاء رئم في اسم الاست "" قال واسمه ظالم بن عمرو بن حلس بن نفاثة بن عدى بن الدئل بن بكر بن كنانة قال الأصمعي أخبرني عيسى بن عمر قال الديل بن بكر الكنانى إنما هو الدئل فترك أهل الحجاز الهمز"
دبل,95," دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ 'دبل', دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ 'دبل', دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ 'دبل', دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ 'دبل', دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ 'دبل', دبلت والدُبْلَةُ دبلت ودَبَّلْتُ ودَبْلُ مدبولة دبلته الدُبولُ تُدْبَلُ والدِبلُ دِبلاً دبيلا دِبْلاً دَبيلاً والدُبَيْلَةُ",3,no vowel," *دبل* [[[[[[[[[[[[دبلت]]]]]]]]]]]] الشء جمعته كما تجمع اللُقمة بأصابعك والدُبْلَةُ مثل الكتلة من الصَمغ وغيره تقول منه [[[[[[[[[[[[دبلت]]]]]]]]]]]] الشئ قال مزرد ودَبَّلْتُ أمثالَ الأَثافي كأنَّها رَءوسُ نِقادٍ قُطِّعَتْ يوم تُجْمَعُ ودَبْلُ الارض إصلاحها بالسر جين ونحوه وأرض [[[[[[مدبولة]]]]]] وكل شئ أصلحته فقد [[[[[[دبلته]]]]]] ودملته منه سميت الجداول الدُبولُ لأنها تُدْبَلُ أي تُنَقَّى وتُصْلَحُ والدِبلُ الداهيةُ يقال دِبلاً [[[[[[دبيلا]]]]]] كما يقال ثكلا ثا كلا قال الشاعر   طِعانَ الكُماةِ وضَرْبَ الجِيادِ وقولَ الحَواضِنِ دِبْلاً دَبيلاً  والدُبَيْلَةُ الداهيةُ وهي مصغرةٌ للتكبير _________  بشامة بن الغدير النهشلي  ويقال "" ذبلا ذبيلا "" وبالمهملة أجود يقال دَبَلَتْهُم الدُبَيْلَةُ أي أصابتهم الداهية حكاها أبو عبيد والدوبل الحمار الصغير لا يكبر وكان الاخطل يلقب به ومنه قول جرير بكى دوبل لا يرقئ الله دمعه "
دجل,5," الدَجَّالُ والدَجَّالَةُ 'دجل', الدَجَّالُ والدَجَّالَةُ",3,no vowel, *دجل* الدَجَّالُ والدَجَّالَةُ الرُفْقَةُ العظيمة قال الشاعر دَجَّالَةٌ من أعظم الرفاق  والدجال المسيح الكذاب ودجلة   نهر بغداد قال ثعلب تقول عبرت دجلة بغير ألف ولام والبعير المدجل المهنوء بالقطران قال أبو عبيد فإذا هنئ جسد البعير أجمع فذلك التدجيل فإذا جعلته على المشاعر فذلك الدس
دحل,21," الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ 'دحل', الدَحْلُ",3,no vowel," *دحل* قال الأصمعي الدَحْلُ   هُوّةٌ تكون في الأرض وفي أسافل الاودية فيها ضيق ثم _________  في نسخة بقية البيت ألا إنما يبكى من الذل دوبل  دجلة بالفتح والكسر كما في القاموس  الدحل بالفتح ويضم تتسع والجمع دُحولٌ ودِحالٌ وأَدْحالٌ ودُحْلانٌ   وقد دَحَلْتُ فيه أَدْحَلُ أي دخلْتُ في الدَحْلِ وبئرٌ دَحولٌ أي ذات تَلَجُّفٍ إذا أكل الماءُ جِرابها ودَحَلْتُ  البئرَ أَدْحُلُها أذا حفرت في جوانبها ومنه قول أبى هريرة رضى الله عنه لرجل سأله فقال "" إنى رجل مصراد  أفأدخل المبولة معى في البيت "" قال "" نعم وأدحل في الكسر "" قال أبو عبيد هو مأخوذ من الدحل أي صرفي جانب الخباء كالذى يصير في الدحل والداحول ما ينصِبه صائد الظباء من الخشب والدَحِلُ الخَبُّ الخبيث عن أبي عمرو قال أبو زيد هو الخَدَّاعُ أيضاً ورجلٌ دَحِلٌ بيِّن الدَحَلِ أي سمينٌ قصيرٌ مندلق البطن _________  وزاد في القاموس "" ودحول ""  دحل من باب منع حفر في جوانب البئر ودحل كفرح  رجل مصراد يجد البرد سريعا"
دخل,89," دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ 'دخل', دَخَلَ دُخولاً دَخَلْتُ دَخَلْتُ دخلت وادَّخَلَ دَخَلَ انْدَخَلَ",3,no vowel," *دخل* دَخَلَ دُخولاً   يقال دَخَلْتُ البيت والصحيح فيه أن تريد دَخَلْتُ إلى البيت وحذفت حرف الجرّ فانتصب انتصابَ المفعول به لان الامكنة على ضربين مبهم ومحدود فالمبهم نحو جهات الجسم الست خلف وقدام ويمين وشمال وفوق وتحت وما جرى مجرى ذلك من أسماء هذه الجهات نحو أمام ووراء وأعلى وأسفل وعند ولدن ووسط بمعنى بين وقبالة فهذا وما أشبهه من الامكنة يكون ظرفا لانه غير محدود ألا ترى أن خلفك قد يكون قداما لغيرك فأما المحدود الذى به خلقة وشخص وأقطار تحوزه نحو الجبل والوادى والسوق والدار والمسجد فلا يكون ظرفا لانك لا تقول قعدت الدار ولا صليت المسجد ولا نمت الجبل ولا قمت الوادي وما جاء من ذلك فإنما هو بحذف حرف الجر نحو [[[[[[[[[[دخلت]]]]]]]]]] البيت ونزلت الوادي وصعدت الجبل وادَّخَلَ على افتعل مثل دَخَلَ وقد جاء في الشِعر انْدَخَلَ وليس بالفصيح قال الكميت _________  وزاد في المختار "" مدخلا "" بفتح الميم وهو مصدر ميمى  ولا يدى في حميت السكن تندخل   ويقال تدخل الشئ أي دَخَلَ قليلاً قليلاً وقد تداخلنى منه شئ والدخل خلاف الخرج والدخل العيب والريبة ومن كلامهم ترى الفتيان كالنخل وما يدريك بالدخل وكذلك الدَخَلُ بالتحريك يقال هذا الأمرُ فيه دَخَلٌ ودَغَلٌ بمعنىً وقوله تعالى {وَلا تَتَّخِذوا أَيْمانَكُمْ دَخَلاً بَيْنَكُمْ} أي مَكراً وخديعةً وهم دَخَلٌ في بني فلان إذا انتسَبوا معهم وليسوا منهم والمَدْخَلُ بالفتح الدُخولُ وموضعُ الدُخولِ أيضاً وتقول [[[[[[[دخلت]]]]]]] مدخلا حسنا ودخلت مَدْخَلَ صِدْقٍ والمُدْخَلُ بضم الميم الإدْخالُ والمفعول من أَدْخَلَهُ تقول أَدْخَلْتُهُ مُدْخَلَ صدقٍ وداخِلَةُ الإزارِ أحد طرفيه الذي يَلي الجسدَ وداخِلَةُ الرجلِ أيضاً باطنُ أمره وكذلك الداخلة بالضم يقال هو عالم بدخلته _________  صدر البيت لا سطوتي تتعالى غير موضعها  وفى اللسان "" لا خطوتي "" ودخيل الرجل ودخلله الذي يُداخِلُهُ في أموره ويختصّ به والدُخَّلُ طائرٌ صغيرٌ والجمع الدَخاليلُ والدُخَّلُ من الكلأ ما دخل منه في أصول الشجر قال الشاعر تَباشيرُ أَحْوى دُخَّلٍ وجميم  والدخال في الورد أن يشرب البعير ثم يُرَدَّ من العَطَنِ إلى الحوض ويُدْخَلَ بين بعيرين عطشانين ليشرب منه ما عساه لم يكن شَرِب منه ومنه قول الشاعر   وتوفى الدفوف بشرب دخال   ودُخِلَ فلانٌ فهو مَدْخولٌ أي في عقله دَخَلٌ ونَخْلَةٌ مدَخولَةٌ أي عَفِنَةُ الجوفِ والمَدْخولُ المهزولُ والمدخول المهزول والدَوْخَلَةُ هذا المنسوج من الخُوص يُجْعَلُ فيه الرُطَبُ يشدَّد ويخفَّف عن يعقوب والدخول اسم موضع"
دبل,4," 'دبل', 'دبل', 'دبل', 'دبل',",3,no vowel, *دبل* الدربلة ضرب من المشى _________  هو أمية بن أبى عائذ الهذلى ديوان الهذليين    صدره وتلقى البلاعيم في برده
درقل,1, الدرقل,4,no vowel, *درقل* [الدرقل] مثال السبحل ضرب من الثياب  حكاه أبو عبيد
دركل,1, الدِرْكِلَةُ,4,no vowel," *دركل* الدِرْكِلَةُ بالكسر لعبةٌ للعجم قال أبو عمرو وضربٌ من الرقص وفى الحديث أنه مر على أصحاب الدر كلة فقال "" جدوا يا بنى أرفده حتى تعلم اليهود والنصارى أن في ديننا فسحة """
دعبل,1, الدعبل,4,no vowel, *دعبل* [الدعبل] الناقة الشارف واسم شاعر من خزاعة
