Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
 أجأ,1, أجأ,4,vowel,  * [أجأ]*   [أجأ] على فعل بالتحريك أحد جبلى طيئ والآخر سلمى وينسب إليهما  الاجئيون مثال الاجعيون
آأ,11," آء آءة وآء وآء آء 'آأ', آء آءة وآء وآء آء']",2,vowel,  *آأ* [[[آء]]] شجر على وزن عاع واحدتها [[آءة]]   قال زهير بن أبي سُلْمى يصف الظليم كأن الرحل منه  فوق صعل من الظلمان جؤجؤه هواء - أصك مصلم الاذنين أجنى  له بالسى تنوم [[[[وآء]]]] [[[[وآء]]]] أيضاً حكاية أصوات قال الشاعر إنْ تَلْقَ عمْراً فقد لاقيتَ مدَّرِعا وليس من همه إبْلٌ ولا شاءُ في جحفل لَجِب جَمٍ صواهُله بالليل يُسمَع  في حافاته [[[آء]]] فصل الباء
بأبأ,8," 'بأبأ', 'بأبأ', 'بأبأ', 'بأبأ', 'بأبأ', 'بأبأ', 'بأبأ', 'بأبأ',",4,vowel," *بأبأ* أأبأت الصبى   إذا قلت له بأبى أنت وأمى قال الراجز _________  الصحيح عند أهل اللغة أنه ثمر السرح وزاد ابن برى في حاشية الصحاح "" ولا يعكر عليه قول شرذمة منهم إنه اسم للشجر لانهم قد يسمون الشجر باسم ثمره ألا ترى إلى قوله تعالى "" فأنبتنا فيها حبا وعنبا "" وفى اللسان الآء أيضا صياح الامير بالغلام  في ديوانه "" منها ""  أجنى الشجر صار له جنى يؤكل  في اللسان تسمع بالتاء  وبأبأت به / وصاحب ذى غمرة داجيته بأبأته وإن أبى فديته حتى أتى الحى وما آذيته والبؤبؤ الاصل ويقال العالم مثل السرسور يقال فلان في بؤبؤ الكرم أي في أصل الكرم  "
بدأ,189," بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء 'بدأ', بدأت بدءا ابتدأت وبدأت ابتداء وبدأ وبَدْءاً وبدئه وبَدْأته بَدْئه يُبْدِئ ببادئة والبدء بدأَهمُ وبَدؤهم والبَدء والبَدأة وبدوء",3,vowel," *بدأ* [[[[[[[[[[بدأت]]]]]]]]]] بالشئ [[[[[[[[[[بدءا]]]]]]]]]] [[[[[[[[[[ابتدأت]]]]]]]]]] به [[[[[[[[[[وبدأت]]]]]]]]]] الشئ فعلته [[[[[[[[[[ابتداء]]]]]]]]]] [[[[[[[[[[وبدأ]]]]]]]]]] الله الخلق وأبدأهم بمعنىً وتقول فعل ذلك عَوْداً وبَدْءاً وفي عوده [[[[[[[[[[وبدئه]]]]]]]]]] وفي عودته [[[[[[[[[[وبَدْأته]]]]]]]]]] ويقال رَجَعَ عَوْدُه على [[[[[[[[[[بَدْئه]]]]]]]]]] إذا رجع في الطريق الذي جاء منه وفلان ما [[[[[[[[[[يُبْدِئ]]]]]]]]]] وما يعيد أي ما يتكلم [[[[[[[[[[ببادئة]]]]]]]]]] ولا عائدة [[[[[[[[[[والبدء]]]]]]]]]] السيد الأول في السيادة والثِّنيان الذي يليه في السُّؤْدُد قال الشاعر   ثُنياننا إن أتاهم كان بدأَهمُ    [[[[[[[[[[وبَدؤهم]]]]]]]]]] إن أتانا كان ثِنيانا  [[[[[[[[[[والبَدء]]]]]]]]]] [[[[[[[[[[والبَدأة]]]]]]]]]] النصيب من الجزور   والجمع أبداء [[[[[[[[[[وبدوء]]]]]]]]]] مثل جفن وأجفان وجفون قال طرفة بن العبد _________  وعلى وزن فعلول - بالضم - بمعنى الاصل والسيد الظريف وأصل الشئ ووسطه  هو أوس بن مغراء السعدى  في أمالى القالى  ترى ثنانا إذا ما جاء بدأهم وكذلك في سمط اللآلئ   [[[[والبدء]]]] أيضا النشأة / وهم أيسار لقمانَ إذا    أغْلَتِ الشَّتْوَةُ أبداَء الجُزرْ والبَدِئُ الأمر البديع وقد أَبْدأَ الرجُلُ إذا جاء به قال عَبِيد   فلا بدئ ولا عجيب    [والبدء] والبدئ البئر التى حُفِرت في الإسلام وليست بعادِيَّة   وفى الحديث "" حريم البئر البدئ خمس وعشرون ذراعا "" [والبدء] والبدئ أيضاً الأول ومنه قولهم أفعله بادي بدْء - على فَعْل - وبادي بدئ - على فعيل - أي أول شئ والياء من بادى ساكنة في موضع النصب هكذا يتكلمون به وربما تركوا همزه لكثرة الاستعمال على ما نذكره في باب المعتل ويقال أيضا أفعله بدأة ذي بَدْء وبَدْأةَ ذي بَدْأة أي أول أول وقولهم لك البدء والبَدْأة  [والبَدأة] - أيضاً - بالمد أي لك أن تبدأ قبل غيرك في الرمي أو غيره وقد بُدِئَ الرجل يُبدأ [بدءا]ً فهو مبدوء إذا أخذه الجُدَريّ أو الحصْبة   قال الكميت فكأنما بُدِئت ظواهر جِلدِه    مما يصافح من لهيب سهامها"
بذأ,26," بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا 'بذأ', بذأت بذْءًا",3,vowel," *بذأ* [[[[[[[[[بذأت]]]]]]]]] الرجل [[[[[[[[[بذْءًا]]]]]]]]] إذا رأيت به حالا كرهتها _________  عبيد بن الابرص وصدره فان يك حال أجمعوها  ولا "" بآدية "" كما في مخطوطة دار الكتب  البدأة مثلثة ومحركة  الحصبة وبالتحريك وكخشنة بثر يخرج بالجسد / وبذأته عيني [بذْءًا] إذا لم تقبله العين ولم تعجبك مَرْآتُه وبذأتُ الأرض ذممت مرعاها وكذلك الموضع إذا لم تَحمده وأرض بذِئة   لا مرعى بها وامرأة بذية - بلا همزة - يذكر في باب المعتل"
برأ,107," برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ 'برأ', برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ 'برأ', برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ 'برأ', برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ 'برأ', برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ 'برأ', برِئْتُ براءة وبرئت بُرءًا بَرَأْتَ بَرءًا بارئاً وَبَرَأَ بَرْءًا البارئ وبرَّأته تبرئة والبُرْأَةُ برأ بُرَأٌ وتبرأت بَراءٌ",3,vowel, *[[[[[[برأ]]]]]]* تقول برِئْتُ منك ومن الديون والعيوب [[[[[[براءة]]]]]] [[[[[[وبرئت]]]]]] من المرض [[[[[[بُرءًا]]]]]] بالضم وأهل الحجاز يقولون بَرَأْتَ من المرض [[[[[[بَرءًا]]]]]] بالفتح وأصبح فلان بارئاً من مرضه وأبرأه الله من المرض وَبَرَأَ الله الخلق [[[[[[بَرْءًا]]]]]] وأيضاً هو [[[[[[البارئ]]]]]] والبريَّة الخلق وقد تركَتِ العربُ همزَهُ قال الفرّاء وإن أُخِذَت البريَّة من البَرَى - وهو التراب - فأصلها غير الهمز وأبرأته مما لي عليه [[[[[[وبرَّأته]]]]]] [[[[[[تبرئة]]]]]] والبُرْأَةُ بالضم قُتْرَة الصائد والجمع [[[[[[برأ]]]]]] مثل صبرة وصبر قال الشاعر الأعشى   فأورَدَها عيناً من السِيفِ رَيَّةً    بها بُرَأٌ مثل الفسيل المكمم [[[[[[وتبرأت]]]]]] من كذا وأنا بَراءٌ منه وخَلاءٌ منه لا يُثَنَّى ولا يُجمَع لأنه مصدر في الأصل مثل سمِع سماعا فإذا _________  في اللسان وأرض بذيئة على مثال فعيلة لا مرعى بها  يصف الحمير / قلت أنا برئ منه وخليٌّ منه ثنَّيت وجمعت وأنَّثْت وقلت في الجمع نحن منه بُرآء مثل فقيه وفقهاء وبِراءٌ أيضاً مثل كريم وكِرام وأبراءٌ مثل شريفٍ وأشرافٍ وأبرياء أيضاً مثل نصيب وأنصباء وبريئون وامرأة بريئة وهما بريئتان وهن بريئات برايا ورجل برئ وبراء مثل عجيب وعُجاب والبَراء بالفتح أول ليلة من الشهر سميت بذلك لتبرُّؤ القمر من الشمس وأما آخر يوم من الشهر فهو النحيرة وبارَأتُ شريكي إذا فارقته وبارأ الرجل امرأته واستبرأتُ الجارية واستبرأت ما عندك
بأ,0,,2,vowel, *بأ* بسأت بالرجل وبسئت به بَسَأً وبُسوءًا إذا استأنستَ به وناقة بَسوءٌ لا تمنع الحالب وأبسأنى فلان فبسئت به
بطأ,49," البُطْءُ بطُؤَ بطئ استبطأتك بطأ وتباطأ بُطْآن وبَطآن بطؤ 'بطأ', البُطْءُ بطُؤَ بطئ استبطأتك بطأ وتباطأ بُطْآن وبَطآن بطؤ 'بطأ', البُطْءُ بطُؤَ بطئ استبطأتك بطأ وتباطأ بُطْآن وبَطآن بطؤ 'بطأ', البُطْءُ بطُؤَ بطئ استبطأتك بطأ وتباطأ بُطْآن وبَطآن بطؤ 'بطأ', البُطْءُ بطُؤَ بطئ استبطأتك بطأ وتباطأ بُطْآن وبَطآن بطؤ",3,vowel, *[[[[[بطأ]]]]]* البُطْءُ نقيض السرعة تقول منه بطُؤَ مجيئك وأبطأت فأنت [[[[[بطئ]]]]] ولا تقل أبطيت وقد [[[[[استبطأتك]]]]] ويقال ما أبطأ بك وما [[[[[بطأ]]]]] بك بل بمعنى [[[[[وتباطأ]]]]] الرجل في مسيره ويقال [[[[[بُطْآن]]]]] ذا خروجاً [[[[[وبَطآن]]]]] ذا خروجاً   أي [[[[[بطؤ]]]]] ذا خروجا فجعلت _________  بطآن الاول بضم الباء والثانى بالفتح / الفتحة التى في [بطؤ] على نون بطآن حين أدت عنه لتكون علما لها ونقلت ضمة الطاء إلى الباء وإنما صح فيه النقل لان معناه التعجب أي ما أبطأه أبو زيد أبطأ القوم إذا كانت دوابهم بطاء
بكأ,7," بَكأتِ تَبْكأُ بَكْأً 'بكأ', بَكأتِ تَبْكأُ بَكْأً",3,vowel, *بكأ* بَكأتِ الناقة أو الشاة إذا قلّ لبنها تَبْكأُ بَكْأً قال سلامة بن جندل ولو نفادي  ببكء كل محلوب    وكذلك بكؤت بكؤا فهى بكئ وبكيئة وأينق بكاء قال الشاعر   فليأزلن وتبكؤن لقاحه     ويعللن صبيه بسمار -
بوأ,119," المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة'] 'بوأ', المباءة مباءةً وتبوَّأْتُ وبوَّأت وبوّأته واستباءه مباءة']",3,vowel," *بوأ* [[[[[[[[[[[[[[[المباءة]]]]]]]]]]]]]]] منزل القوم في كل موضع ويسمى كِناس الثور الوحشي [مباءة]ً وكذلك مَعطِن  الإِبل وتبوَّأْتُ منزلاً أي نزلتُه [[[[[[[[[[[[[[[وبوَّأت]]]]]]]]]]]]]]] للرجل منزلاً [[[[[[[[[[[[[[[وبوّأته]]]]]]]]]]]]]]] منزلاً بمعنى أي هيَّأته ومكَّنت له فيه [[[[[[[[[[[[[[[واستباءه]]]]]]]]]]]]]]] أي اتخذه [مباءة] _________  في ديوانه ولو تعادى ببكء كل محلوب    وصدره يقال محبسها أدنى لمرتعها  هو أبو مكعت الاسدي  والرواية "" وليأزلن "" بالواو منسوقا على ما قبله وهو فليضربن المرء مفرق خاله    ضرب الفقار بمعول الجزار السمار اللبن الذى رقق بالماء  ومعطن بفتح الطاء أيضا / وهو ببيئة سوء مثال بيعة أي بحالة سوء وإنه لحسن البيئة [[[[[[وبوَّأت]]]]]] الرمح نحوه أي سدَّدته نحوه وَأَبَأْتُ الإِبل رددتها إلى [[[[[[المباءة]]]]]] وَأَبَأْتُ على فلان ماله إذا أَرَحْتَ عليه إبله أو غنمه والباءَة مثال الباعَةِ لغة في [[[[[[المباءة]]]]]] ومنه سُمِّي النكاح باءً وباءةً لان الرجل يتبوأ من أهله أي يستمكن منها كما يتبوأ من داره وقال يصف الحمار والاتن يعرس أبكارا بها وعنسا    أكرم عرس باءة إذ أعرسا - والبواء السواء ويقال دم فلان بَواءٌ لِدَم فلان إذا كان كفؤا له قالت ليلى الاخيلية في مقتل توبة بن الحمير فإن تكن القتلى بواء فإنكم    فتى ما قتلتم آل عوف بن عامر وفى الحديث "" أمرهم أن يتباءوا "" والصحيح يتباوؤوا على مثال يتقاولوا ويقال كلمناهم فأجابونا عن بَواءٍ واحد أي أجابونا جواباً واحداً وأبَأْتُ القاتل بالقتيل واستبأته إذا قتلتَه به أيضاً أبو زيد باء الرجُلُ بصاحبه إذا قُتِل به ومنه قولهم باءت عرار بكحل وهما بقرتان قتلت إحداهما بالاخرى   _________  أي انتطحتا فماتتا هو مثل يضرب لكل مستويين القاموس  وعرار كقطام وكحل كنحل الازمنة لقطرب  / ويقال بُؤْ بِهِ أي كُن ممن يقتل به وأنشد الاحمر لرجل قتل قاتل أخيه فقال فقلت له بُؤْ بامرئٍ لستَ مثلَه    وإن كنتَ قُنْعاناً لمن يطلب الدما قال الاخفش   وباءوا بغضب من الله رجعوا به أي صار عليهم قال وكذلك باء بإثمه يبوء بَوْءاً وتقول باء بحقه أي أقرَّ وذا يكون - أبدا - بما عليه لا له قال لبيد أنكرت باطلها وبؤت بحقها    عندي ولم تفخر على كرامها وفى أرض كذا فلاة تبئ في فلاة أي تذهب"
