Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
كبت,3, الكَبْتُ كَبَتَ وكَبَتَه,3,no vowel, *كبت* الكَبْتُ الصرف والإذلال يقال كَبَتَ الله العدوَّ أي صَرَفَهُ وأذلَّه [وكَبَتَه] لوجهه أي صرعه
كتت,7, الكَتيتُ كَتَّ يَكِتُّ وكَتَّ وكَتَّتِ يُكَتُّ والكتكتة,3,no vowel, *كتت* الكَتيتُ صوت البَكْرِ وهو فوق الكَشيشِ يقال كَتَّ البعير يَكِتُّ بالكسر إذا صاح صياحاً ليِّناً وكَتَّ الرجُل من الغضب [وكَتَّ]تِ القِدر غَلَتْ وكذلك الجرَّة الجديد  إذا صب فيها الماء ويقال أتانا بجيش ما يُكَتُّ أي ما يحصى عدده [والكتكتة] في الضحك دون القهقهة
كرت,1, كَريتٌ,3,no vowel, *كرت* سنةٌ كَريتٌ أي تامَّة
كعت,19," الكُعَيْتُ كِعْتانٌ كَعْتٌ كَعْتَةٌ 'كعت', الكُعَيْتُ كِعْتانٌ كَعْتٌ كَعْتَةٌ 'كعت', الكُعَيْتُ كِعْتانٌ كَعْتٌ كَعْتَةٌ 'كعت', الكُعَيْتُ كِعْتانٌ كَعْتٌ كَعْتَةٌ",3,no vowel," *كعت* الكُعَيْتُ البلبل   جاء مصغَّراً وجمعه كِعْتانٌ أبو زيد رجل كَعْتٌ وامرأة كَعْتَةٌ وهما القصيران _________  هذا صواب ما في اللسان ففيه "" الحديد "" بالحاء المهملة وإنما الجرة من الخزف  وأهل المدينة يسمونه النغر وقد جاء ذكره في الحديث اه‍ مرتضى"
كفت,14, كفت كفتا اكفتوا كُفِّتَ وكَفَتَهُ وكَفَتَ والكَفْتُ كَفْتٌ وكَفيتٌ والكفت كفْتُ والكِفاتُ يُكْفَتُ كفاتا,3,no vowel," *[كفت]* [كفت] الشئ أكفته [كفتا] إذا ضممته إلى نفسك وفى الحديث "" [اكفتوا] صبيانكم بالليل فإن للشيطان خطفة "" قال زهير يصف دِرعاً وأنَّ صاحبها ضمَّها إليه ومُفاضَةٍ كالنِهيِ تَنْسُجُهُ الصَبا ـ بيضاَء كُفِّتَ فَضْلُها بمُهَنَّدِ وإنما شدَّده للمبالغة [وكَفَتَ]هُ عن وجهه أي صرفه وكَفَتَ أي أسرع والكَفْتُ السَوق الشديد ورجل كَفْتٌ وكَفيتٌ أي سريع مثال كمش وكميش [والكفت] بالكسر القدر الصغيرة وفي المثل "" كفْتُ  إلى وَئيَّةٍ "" أي بليّة إلى جنبها أخرى والكِفاتُ الموضع الذي يُكْفَتُ فيه شئ أي يضم ومنه قوله تعالى ألم نَجْعَلِ الأرضَ [كفاتا] أحياء وأمواتا "
كمت,7," الكُمَيْتُ 'كمت', الكُمَيْتُ 'كمت', الكُمَيْتُ 'كمت', الكُمَيْتُ",3,no vowel, *كمت* الكُمَيْتُ من الخيل يستوي فيه المذكر _________  عن مجمع الامثال اللميدانى الكفت القدر الصغيرة والوئية الكبيرة والكفت من الكفت وهو الضم سمى به لانه يكفت ما يلقى فيه والوئية من الوأى وهو الضخم يقال فرس وأى إذا كان ضخما والانثى وآة يضرب للرجل يحملك البلية ثم يزيدك إليها أخرى صغيرة والمؤنث ولونه الكمتة وهى حمرة يدخلها قنوء   قال سيبويه سألت الخليل عن كميت فقال إنما صغر لانه بين السواد والحمرة كأنه لم يخلص له واحد منهما فأرادوا بالتصغير أنه منهما قريب والفرق بين الكُمَيْتِ والأشقر بالعُرْفِ والذَنَب فإن كانا أحمرين فهو أشقر وإن كانا أسودين فهو كُمَيْتٌ تقول منه اكمت الفرس اكمتاتا واكْماتَّ اكْميتاتاً مثله الأصمعيّ يقال بعير أحمر إذا لم يخالط حمرته شئ فإن خالط حمرته قُنُوءٌ فهو كُمَيْتٌ والناقة كُمَيْتٌ أيضاً والكُمَيْتُ من أسماء الخمر لما فيها من سَواد وحُمرة
كيت,27," التَكْييتُ كَيِّتُ كَيْتَ وكَيْتَ وكَيْتِ وكَيْتِ 'كيت', التَكْييتُ كَيِّتُ كَيْتَ وكَيْتَ وكَيْتِ وكَيْتِ 'كيت', التَكْييتُ كَيِّتُ كَيْتَ وكَيْتَ وكَيْتِ وكَيْتِ 'كيت', التَكْييتُ كَيِّتُ كَيْتَ وكَيْتَ وكَيْتِ وكَيْتِ",3,vowel, *كيت* التَكْييتُ تيسير الجهاز قال الشاعر كَيِّتُ جِهازَك إمَّا كنتَ مرتحِلاً ـ إنِّي أخافُ على أذوادِكَ السَبُعا أبو عبيدة يقال كان من الأمر كَيْتَ وكَيْتَ بالفتح وكَيْتِ وكَيْتِ بالكسر والتاء فيهما هاء في الأصل فصارت تاءً في صل _________  هو سواد غير خالص اه‍ مرتضى فصل اللام
لتت,5, لت يلته لتا لُتَّ لتا,3,no vowel, *لتت* الاصمعي [لت] الشئ [يلته] [[لتا]] إذا شدَّه وأوثقه وقد لُتَّ فلانٌ بفلان إذا لُزَّ به وقُرن معه ولَتَبَ السَويقَ ألُتُّهُ [[لتا]] إذا جدحته  
لصت,3, اللَصْتُ لُصوتٌ اللصوت,3,no vowel, *لصت* الفراء اللَصْتُ بفتح اللام   اللص في لغة طيئ والجمع لُصوتٌ وهم الذين يقولون للطَسّ طَسْتٌ قال الزبير بن عبد المطلب ولَكِنَّا خُلِقْنا إذ خُلِقْنا ـ لنا الحِبَراتُ والمِسْكُ الفَتيتُ وصبرٌ في المواطِنِ كلَّ يومٍ ـ إذا خَفَّتْ من الفَزَعِ البُيوتُ فأفسَدَ بطنَ مَكَّةَ بعد أُنسٍ ـ قَراضِبَةٌ كأنهم [اللصوت]
لفت,23," اللفت يلفته تلفت 'لفت', اللفت يلفته تلفت 'لفت', اللفت يلفته تلفت 'لفت', اللفت يلفته تلفت 'لفت', اللفت يلفته تلفت 'لفت', اللفت يلفته تلفت",3,no vowel," *لفت* [[[[[[اللفت]]]]]] اللى وفى حديث حذيفة إن من أقرإ الناس للقرآن منافقا لا يدع منه واوا ولا ألفا [[[[[[يلفته]]]]]] بلسانه كما [[[[[[تلفت]]]]]] البقرة الخلى  بلسانها "" _________  جدح السويق كمنع لته  اللصت بالثلاث  الخلى مقصور الرطب من الحشيش أو النبات واحدته خلاة وجمعه أخلاء ولفت وجهه عني أي صرفه ولَفَتَه عن رأيه صرفه وتيس ألْفَتُ بيِّن اللَفَتِ إذا كان ملتوي أحد القرنين على الآحر والالفت في كلام تميم الأعسرُ وفي كلام قيس الأحمقُ مثل الأعْفَتْ واللَفاتُ الأحمق العَسِرُ الخُلُقِ واللَفوتِ من النساء التي لها زوجٌ ولها ولد من غيره فهى [تلفت] إلى ولدها واللَفيتَةُ الغليظة من العصائد لأنها تُلْفَتُ أي تُلوى والتَفَتَ التفاتاً والتَلَفُّتُ أكثر منه واللِفتُ الشَلْجَمُ   واللِفتُ أيضاً الشِقُّ يقال لفتُهُ معه أي صغْوُهُ   ولفْتاهُ شقَّاهُ وقولهم لا تلتفت لِفْتَ فلان أي لا تنظر إليه"
