Root,No of derevatives found,derevatives found,Root Length,Has Vowel,Full Text
حبا,179," احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ 'حبا', احْتَبى يَحْتَبي الحِبْوَةُ والحُبْوَةُ والحُبْيَةُ والحبية حِبْوَتَهُ وحُبْوَتَهُ حبى لَحابي والحَبيُّ",3,vowel," *حبا* [[[[[[[[[[[[[[[احْتَبى]]]]]]]]]]]]]]] الرجل إذا جمع ظهره وساقيه بعمامته وقد [[[[[[[[[[[[[[[يَحْتَبي]]]]]]]]]]]]]]] بيديه والاسم الحِبْوَةُ  والحُبْوَةُ والحُبْيَةُ [[[[[[[[[[[[[[[والحبية]]]]]]]]]]]]]]]    يقال حَلَّ حِبْوَتَهُ وحُبْوَتَهُ والجمع [[[[[[[[[[[[[[[حبى]]]]]]]]]]]]]]] مكسور الاول عن يعقوب ويقال إنه [[[[[[[[[[[[[[[لَحابي]]]]]]]]]]]]]]] الشَراسيفِ أي مشْرف الجنبين والحَبيُّ   السحابُ الذي يَعترِض اعتراضَ الجبل قبل أن يطبِّق السماء قال امرؤ القيس في حَبِيٍّ مُكَلَّلِ   والحَبا مثالُ العَصا مثله ويقال سُمِّيَ به لدنوِّه من الأرض وحَبا الصبيُّ على إسته حبوا إذا زحف قال الشاعر  _________  الحبوة مثلثة  التكملة من المخطوطة  والحبى كغنى ويضم  بيت امرئ القيس بأكمله أصاح تَرى بَرْقاً أُريكَ وَميضَهُ  كَلَمْعِ اليدين في [[[[[[[[[حبى]]]]]]]]] مكلل  هو عمرو بن شقيق لولا السفار وبُعْدُ خَرْقٍ مَهْمَهٍ   لَتَرَكْتُها تَحْبو على العرقوب وحبوت للخمسين أي دنوتُ لها وكلُّ دانٍ فهو حابٍ وحَبا الرملُ أي أشرفَ وحَبا السهمُ إذا زلج على الأرض ثمّ أصابَ الهدف وحَباهُ يَحْبُوهُ أي أعطاه والحِباءُ العطاء قال الفرزدق وإليه كان حباء جفنة ينقل   وحابيته في البيع محاباة قال الاصمعي فلان يحبو ما حوله أي يحميه ويمنعه قال ابن أحمر وراحت الشول ولم يحبها  فحل ولم يعتس فيها مدر  وكذلك [[[[[[حبى]]]]]] ما حوله تحبية _________  في اللسان "" وبعده من مهمه ""  صدره خالي الذى اغتصب الملوك نفوسهم  ولم يعتس فيها مدر أي لم يطف فيها حالب يحلبها"
حتا,4, الحتى الحَتيِّ وحَتَوْتُ حَتْواً,3,vowel, *حتا* [الحتى] على فعيل سويق المقل قال الهذَليّ لا دَرَّ دَرِّيَ إنْ أطعمتُ نازِلَهُمْ   قِرْفَ الحَتيِّ وعندي البُرُّ مَكْنوزُ وحَتَوْتُ هُدبَ الكساء حَتْواً إذا كفَفَتَه مُلْزَقاً به يهمز ولا يهمز
حثا,15," حَثا يحثو ويحثى حثوا وحثيا وحَثَوتُ والحثى 'حثا', حَثا يحثو ويحثى حثوا وحثيا وحَثَوتُ والحثى",3,vowel, *حثا* [[حَثا]] في وجهه التراب [[يحثو]] [[ويحثى]] [[حثوا]] [[وحثيا]] وتحثاء وحَثَوتُ له إذا أعطيته شيئاً يسيراً وأرضٌ حَثْواءُ كثيرة التراب [[والحثى]] دقاق التبن قال الراجز كأنه غرارة ملاى حثى 
حجا,17," حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ 'حجا', حَجَوْتُ",3,vowel," *حجا* حَجَوْتُ بالمكان أقمتُ به قال العجاج فهن يعكفن به إذا حجا   _________  في اللسان "" نازلكم ""  قبله تسألني عن زوجها أي فتى  خب جروز إذا جاع بكى ويأكل التمر ولا يلقى النوى  بعد عكف النبيط يلعبون الفنزجا وكذلك تحجيت به وتحجيت الشئ تعمدته قال ذو الرمة يصف حمرا فجاءت بأغباش تحجى شريعة  تلادا عليها رميها واعتدالها وحجوت بالشئ ضنت به وبه سُمِّيَ الرجلُ حَجْوَةً والحَجاةٌ النُفَّاخَةُ تكون فوقَ الماء من قَطْرِ المطر وجمعها حَجاً والحَجا أيضاً الناحية والجمع أَحْجاءٌ قال ابن مقبل لا تحرز المرء أحجاء البلاد ولا  تبنى له في السموات السلاليم ويروى "" أعناء "" قال الفراء حجيت بالشئ بالكسر أي أولعت به ولزمته يهمز ولا يهمز وكذلك تَحَجَّيْتُ به قال ابن أحمر أَصَمَّ دُعاءُ عاذِلَتي تَحَجَّى  بآخِرنا وتَنْسى أُوَّلينا يقال تَحَجَّيْتُ بهذا المكان أي سَبَقْتُكُمْ إليه ولَزمْتُهُ قبلكم وحَجَتِ الريحُ السفينَةَ ساقَتْها ويقال بينهم أُحْجِيَّةٌ يَتَحاجَوْنَ بها وحاجَيْتُهُ فَ[حَجَوْتُ]هُ إذا داعيته فغلبته والاسم الحجيا والاحجية يقال حجياك ما كان   كذا وكذا وهى لعبة وأغلوطة يتعاطاها الناس بينهم قال أبو عبيد هو نحو قولهم أخرج ما في يدى ولك كذا وتقول أيضاً أنا حُجَيَّاكَ في هذا الأمر أي من يُحاجِيكَ والحِجا العقلُ وهو حَجيٌّ بذاك على فعيل أي خليقٌ وحَجٍ بذاك وحجّي بذاك كله بمعنى إلا أنك إذا فتحت الجيم لم تثن ولم تؤنث ولم تجمع كما قلناه في قمن وكذلك إذا قلت إنه لمحجاة أن يفعل ذاك أي مقمنة وإنها لمحجاة وإنهم لمحجاة وما أحجاه لذلك الأمر أي ما أخلَقَه وأحْجِ به أي أَخْلِقْ به وإنى أحجو به خيرا أي أظنّ وحَجا الرجلُ القومَ كذا وكذا أي حزاهم وظنهم كذلك"
حدا,23," الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو 'حدا', الحدو",3,vowel," *حدا* [[[[[[[[[[[[الحدو]]]]]]]]]]]] سوق الابل والغناء لها _________  من المخطوطة  - صحاح -  وقد حدوت الابل حدوا وحُداءً ويقال للشَمال حَدْواءُ لأنّها تحدو السحاب أي تسوقه قال العجاج حدواء جاءت من بلاد الطور   ولا يقال للمذكر أحدى وربما قيل للحمار إذا قدم آتنه حاد قال ذو الرمة حادى ثلاث من الحقب السماحيج   وتحديث فلاناً إذا باريْتُهُ في فعلٍ ونازعْتَه الغَلَبَةَ يقال أنا حُدَيَّاكَ أي ابْرُزْ لي وحدك قال عمرو بن كلثوم حديا للناس كُلِّهِمِ جميعاً  مُقارعةً بَنيهمْ عن بَنينا وقولهم حادي عشر مقلوبٌ من واحد لان تقدير واحد فاعل فأخر الفاء وهو الواو فقلبت ياء لانكسار ما قبلها وقدم العين فصار تقديره عالف _________  في التكملة الرواية "" من جبال الطور "" لا غير وبعده تزجى أراعيل الجهام الخور  صدره كأنه حين يرمى خلفهن به"
حذا,67," حَذَوْتُ حَذْواً حَذْوَ حَذَوْتُهُ وحَذى يَحْذيهِ حَذْياً يَحْذي وحَذَيْتُ وحَذَتِ وحَذِيَتِ تَحْذي حَذَى واحتذى يحتذى استحذيته 'حذا', حَذَوْتُ حَذْواً حَذْوَ حَذَوْتُهُ وحَذى يَحْذيهِ حَذْياً يَحْذي وحَذَيْتُ وحَذَتِ وحَذِيَتِ تَحْذي حَذَى واحتذى يحتذى استحذيته 'حذا', حَذَوْتُ حَذْواً حَذْوَ حَذَوْتُهُ وحَذى يَحْذيهِ حَذْياً يَحْذي وحَذَيْتُ وحَذَتِ وحَذِيَتِ تَحْذي حَذَى واحتذى يحتذى استحذيته 'حذا', حَذَوْتُ حَذْواً حَذْوَ حَذَوْتُهُ وحَذى يَحْذيهِ حَذْياً يَحْذي وحَذَيْتُ وحَذَتِ وحَذِيَتِ تَحْذي حَذَى واحتذى يحتذى استحذيته",3,vowel," *حذا* حَذَوْتُ النَعل بالنعل حَذْواً إذا قدَّرْتُ كلَّ واحِدةٍ على صاحبتها يقال حَذْوَ القُذَّةِ بالقُذَّةِ قال ابن السكيت [حَذَوْتُ]هُ أي قعدتُ بِحِذائِهِ [[[[وحَذى]]]] الخَلُّ فاه يَحْذيهِ حَذْياً إذا قَرَصَه يقال هذا شرابٌ [[[[يَحْذي]]]] اللسان وحَذَيْتُ يده بالسكين أي قطعتُها وحَذَتِ الشَفْرَةُ النعلَ قطعَتْها وحَذِيَتِ الشاةٌ [[[[تَحْذي]]]] [[[[حَذَى]]]] مقصورٌ وهو أن ينقطع سَلاها في بطنها فتشتكي والحذاء النعل [[[[واحتذى]]]] انتعل وقال كل الحذاء [[[[يحتذى]]]] الحافى الوقع   والحذاء ما وَطئَ عليه البعير من خفه والفرس من حافره وفى الحديث "" معها حذاؤها وسقاؤها "" وأحذيته نعلاً إذا أعطيتَه نعلاً تقول منه [[[[استحذيته]]]] فأحذانى _________  قبله ياليت لى نعلين من جلد الضبع  وشركا من استها لا تنقطع وأحذيته من الغنيمة إذا أعطيتَه منها والاسم الحذيا على فعلى بالضم وهى القسمة من الغنيمة وحذاء الشئ إزاؤه يقال جلس بحِذائِهِ وحاذاهُ أي صار بِحِذائِهِ واحْتَذى مثالَه أي اقتدى به والحَذِيّةُ على فَعِيلَةٍ مثل الحُذَيَّا من الغنيمة وكذلك الحذوة بالكسر ويقال أيضاً داري حِذْوَة دارِهِ وحُذْوَة داره بالضم وحِذَة داره أي حِذاء داره والحِذْيَةُ بالكسر القطعة من اللحم قُطِعَت طولاً"
حرا,29," حَرْوَةً وحَراوَةً والحَراةُ الحَرا بحَرايَ وحَراتي حَرانا بحراه والحَراةُ 'حرا', حَرْوَةً وحَراوَةً والحَراةُ الحَرا بحَرايَ وحَراتي حَرانا بحراه والحَراةُ 'حرا', حَرْوَةً وحَراوَةً والحَراةُ الحَرا بحَرايَ وحَراتي حَرانا بحراه والحَراةُ",3,vowel, *حرا* يقال إنِّي لأَجِدُ لهذا الطعام حَرْوَةً وحَراوَةً أي حرارةً وذلك من حرافة كل شئ يؤكل والحَراةُ الساحةُ والعَقْوَةُ والناحيةُ وكذلك [[[الحَرا]]] مقصورٌ يقال اذهبْ فلا أَرَيَنَّكَ بحَرايَ [[[وحَراتي]]] ويقال لا تَطُرْ [[[حَرانا]]] أي لا تقرب محولنا يقال نزلت [[[بحراه]]] وعَراةُ والحَراةُ أيضاً الصَوتُ والجلَبةُ وصوتُ التهاب النار وحفيف الشجر والحَرى أيضاً موضع بَيض النعامة ويحدّث الرجلُ الرجلَ فيقول بالحَرى أن يكون كذا وهذا الأمر مَحْراةٌ لذلك أي مَقْمَنَةٌ مثل محجاةٍ وما أَحْراهُ مثل ما أَحْجاهُ وأحْرِ به مثل أَحْجِ به ويقال هو حَرّى أن يفعل بالفتح أي خليقٌ وجديرٌ ولا يثنى ولا يجمع وأنشد الكسائي وهن حرى أن لا يُثِبْنَكَ نَقْرَةً  وأنت حَرًى بالنار حين تثيب وإذا قلت هو حر بكسر الراء وحرى على فعيل ثنيت وجمعت فقلت هما حريان وهم حريون وأحرياء وهى حرية وهن حريات وحرايا وأنتم أحراء جمع حر ومنه اشتق التحرى في الاشياء ونحوها وهو طلب ما هو أَحْرى بالاستعمال في غالب الظن كما اشتق التقمن من القمن وفلان يتحرى الامر أي يتوخّاه ويقصِده وتَحَرَّى فلانٌ بالمكان أي تَمَكَّثَ وقوله تعالى فأولئك تَحَرَّوا رَشَدا أي توخَّوا وعمدوا عن أبى عبيدة وأنشد لامرئ القيس ديمة هطلاء فيها وطفٌ  طَبَقُ الأرضِ تحرَّى وتدر وحرى الشئ حريا إذا نقصَ يقال يَحْري كما يَحْري القمرُ وأَحْراهُ الزمانُ والحاريَةُ الأفعى التي نَقَص جسمُها من الكِبَر وذلك أخبث ما يكون منها يقال رماه الله بأفعى حارِيَةٍ وحراء بالكسر والمد جبل بمكة يذكر ويؤنث وقال   ألسنا أكرم الثقلين طرا  وأعظمهم ببطن حراء نارا  فلم يصرفه لانه ذهب به إلى البلدة التى هو بها
حزا,39," حزا يحزيه ويحزوه حَزَيْتُ وحَزا يَحْزوهُ ويحزيه 'حزا', حزا يحزيه ويحزوه حَزَيْتُ وحَزا يَحْزوهُ ويحزيه 'حزا', حزا يحزيه ويحزوه حَزَيْتُ وحَزا يَحْزوهُ ويحزيه 'حزا', حزا يحزيه ويحزوه حَزَيْتُ وحَزا يَحْزوهُ ويحزيه 'حزا', حزا يحزيه ويحزوه حَزَيْتُ وحَزا يَحْزوهُ ويحزيه",3,vowel, *[[[[[حزا]]]]]* [[[[[حزا]]]]] الشئ [[[[[يحزيه]]]]] [[[[[ويحزوه]]]]] إذا قدّر وخَرَصَ يقال حَزَيْتُ النَخْلَ [[[[[وحَزا]]]]] السرابُ الشخصَ يَحْزوهُ [[[[[ويحزيه]]]]] إذا رفعه _________  جرير  أنشده سيبويه ستعلم أينا خيرا قديما  وأعظمنا ببطن حراء نارا  والحازى الذى ينظُر في الأعضاء وفي خيلانِ الوجه يتكهن وحزوى بالضم اسم عجمة من عجم الدهناء وهى رملة لها جمهور عظيم تعلو تلك الجماهير قال ذو الرمة نبت عيناك طلل بحزوى  عفته الريح وامتنح القطارا والنسبة إليها حزاوى قال ذو الرمة حزاوية أو عوهج معقلية  ترود بأعطاف الرمال الحرائر 
خسا,6," 'خسا', 'خسا', 'خسا', 'خسا', 'خسا', 'خسا',",3,vowel," *خسا* حسوت المرق حسوا ويوم كَحَسْوِ الطير أي قصيرٌ والحَسُوُّ على فَعولٍ طعامٌ معروفٌ وكذلك الحَساءُ بالفتح والمد تقول شربت حساء وحسوا ويقال أيضا رجل حسو للكثير الحسو _________  في اللسان "" الحزاور "" قال ابن برى "" حزاوية "" بالخفض وكذلك ما بعده لان قبله كأن عرى المرجان منها تعلقت  على أم خشف من ظباء المشاقر وقال أبو ذبيان بن الرعبل إن أبغض الشيوخ إلى الحسو الفسو الاقلح الاملح وقد حسوت حسوة واحدة وفي الإناء حُسْوَةٌ بالضم أي قَدر ما يُحْسى مرّة واحدة وأَحْسَيْتُهُ المرق فَحَساهُ واحْتَساهُ بمعنى وتحساه في مهلة وكان يقول لابي جدعان حاسى الذهب لانه كان له إناء من ذهب يحسو منه والحسى بالكسر  ما تَنَشَّفُه الأرضُ من الرمل فإذا صار إلى صلابةٍ أمسكَتْه فتحفِر عنه الرملَ فتستخرجه وهو الاحتساء وجمع الحسى الاحساء وهى الكرار والحساء موضع وقال   إذا بلغتني وحملت رحلى  مسيرة أربع بعد الحساء وحسيت الخبر بالكسر مثل حسست قال أبو زبيد يصف أسداً سِوى أنّ العِتاقَ من المطايا  حَسينَ به فَهُنَّ إليه شوسُ وأَحْسَيْتُ الخبر مثله _________  الحسى والحسى بالفتح والكسر  عبد الله بن رواحة الانصاري"
حشا,84," حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا 'حشا', حشوت حشوا تحتشى والحشا",3,vowel," *حشا* [[[[[[[[[[[[[[[[[حشوت]]]]]]]]]]]]]]]]] الوسادة وغيرها [[[[[[[[[[[[[[[[[حشوا]]]]]]]]]]]]]]]]] والحائض [[[[[[[[[[[[[[[[[تحتشى]]]]]]]]]]]]]]]]] بالكرسف لتحبس الدم [[[[[[[[[[[[[[[[[والحشا]]]]]]]]]]]]]]]]] ما اضطمت عليه الضلوع والجمع أحشاء وقول الشاعر   بأى الحشا أمسى الخليط المباين   يعنى الناحية وحشوة البطن وحشوته بالكسر والضم أمعاؤه وفلان من حشوة بنى فلان بالكسر أي من رذالهم والحاشية واحدة حواشى الثوب وهى جوانبه وعيش رقيق الحواشى أي رغد والحشو والحاشية صغار الابل لا كبار فيها وكذلك من الناس قال ابن السكيت الحاشيتان ابن المخاض وابن اللبون يقال أرسل بنو فلان رائدا فانتهى إلى أرض قد شبعت حاشيتاها _________  هو المعطل الهذلى  صدره يقول الذى أمسى إلى الحزن أهله والحشية واحدة الحشايا والمحشى العظامة تعظم بها المرأة الرسحاء عجيزتها وقال جما غنيات عن المحاشى  قال الاصمعي المحاشى أكسية خشنة واحدتها محشاة وقول النابغة اجمع مِحاشَكَ يا يزيدُ فإنَّني  أَعْدَدْتُ يربوعا لكم وتميما هو من الحشو   والحشى الربو وقد حشى بالكسر فهو رجل حش وحشيان أيصا قال الشماخ تلاعبني إذا ما شئتُ خَوْدٌ  على الأنْماطِ ذات حشى قطيع ويروى "" خود "" على أن يجعل من نعت بهكنة في قوله ولو أنى أشاء كننت نفسي  إلى بيضاء بهكنة شموع أي ذات نفس منقطع من سمنها و "" قطيع "" نعت لحشى _________  قال ابن برى "" قوله في المحاشى إنه من الحشو غلط قبيح وإنما هو من المحش وهو الحرق ""  قال ابن السكيت يقال أرنبٌ مَحْشِيَّةُ الكلابِ أي تعدو الكلابُ خلفَها حتى تنبهر الكلاب قال الأصمعي الحَشيُّ على فعيل اليابس وأنشد للعجاج والهدب الناعم والحشى   يروى بالحاء والخاء جميعا وبقال حاشاك وحاشى لك والمعنى واحد ويقال حاشى لله أي معاذ الله وقرئ حاش لله بلا ألف اتباعا للكتاب وإلا فالاصل حاشا  بالالف وحاشا كلمة يستثنى بها وقد تكون حرفاً جارَّاً وقد تكون فعلاً فإنْ جعلْتَها فعلاً نصبتَ بها فقلت ضربتهم جاشا زيدا وإن جعلتها حرفا خفضت بها وقال سيبويه حاشا لا تكون إلا حرف جر لانها لو كانت فعلا لجاز أن تكون صلة لما كما يجوز ذلك في خلا فلما امتنع أن يقال جاءني القوم ما حاشا زيدا دل أنها ليست بفعل _________  تمامه فهو إذا ما اجتافه جوفى  رسمت في المطبوعة "" حاشى "" بالياء في كل موضع وردت فيه هنا وقال المبرد حاشا قد تكون فعلا واستدل بقول النابغة ولا أرى فاعلا في الناس يشبهه  وما أحاشى من الاقوام من أحد فتصرفه يدل على أنه فعل ولانه يقال حاشا لزيد فحرف الجر لا يجوز أن يدخل على حرف الجر لان الحذف يدخلها كقولهم حاش لزيد والحذف إنما يقع في الاسماء والافعال دون الحروف"
